,scenario_id,roaduser_id,startx_axis,starty_axis,endx_axis,endy_axis,speed,max_speed,numberofcycle,start_cycle,user_type,cluster
135,63,p273,55.6667,36.5281,52.9873,40.2843,1.3925795955707525,1.5670019097705374,1202.0,1195.0,1,4
136,63,p464,57.8248,43.3894,67.7887,37.2491,0.7431585631613216,1.1295802624820892,1224.0,1197.0,1,1
137,64,p467,66.6604,48.383,76.2069,42.4013,0.2428506742836017,1.207624776853017,1254.0,1215.0,1,2
138,65,p349,50.2852,40.9671,55.1,29.8998,0.9458310737124256,1.6918268901725653,1295.0,1273.0,1,0
139,65,p350,49.216,40.5503,54.9768,29.1711,0.8001877092282785,1.6738494939726185,1296.0,1273.0,1,2
140,66,p386,55.7301,36.8915,53.7571,39.5747,1.6516807258062922,1.7714061207099951,1297.0,1293.0,1,1
141,67,p388,54.95,30.6837,49.435,41.2003,1.1466958663917823,1.8440595485184,1331.0,1313.0,1,2
142,68,p393,54.1188,30.8022,50.6083,41.6084,1.0089636861651663,1.6911799262935268,1369.0,1351.0,1,1
143,69,p394,54.3139,29.7042,49.7526,41.631,1.3732851779583148,1.652268622555174,1386.0,1366.0,1,2
144,70,p469,60.1541,46.4442,67.7944,37.3778,0.4822623456169888,1.4765162680607016,1385.0,1359.0,1,0
145,70,p470,59.5283,44.7119,67.8141,36.4769,0.5137385035210034,1.5820035767408849,1383.0,1359.0,1,1
146,71,p353,42.0348,34.4722,58.036068678155786,33.92912032767111,1.210699054265758,1.626745948058084,1384.0,1360.0,1,1
147,71,p354,48.8709,40.8909,55.707780848340654,28.35754651128429,0.8767030968349547,1.3124589041409576,1393.0,1369.0,1,1
148,71,p355,48.2353,40.88800000000001,55.23904938323879,27.869029795205726,0.9198512271014264,1.4071259403026757,1392.0,1369.0,1,4
149,71,p394,54.3139,29.7042,48.9991547887072,43.601094128000135,1.3732851779583148,1.652268622555174,1386.0,1366.0,1,1
150,72,p396,56.0698,36.5104,52.7494,40.6594,1.2047498329528832,1.3052504662895927,1401.0,1392.0,1,4
151,73,p437,66.3427,35.9467,57.8255,44.7619,0.8251408122254044,0.9654549679329856,1416.0,1356.0,1,4
152,74,p439,67.0666,36.429,61.7144,48.5005,1.3136505509457224,1.7353657974122167,1443.0,1424.0,1,0
153,74,p471,64.9671,47.6243,64.357,35.0107,1.1616451997060029,1.4115006814110265,1433.0,1402.0,1,0
154,74,p472,64.9269,48.3125,63.2638,36.445,1.2450640867039735,1.3631486526699956,1431.0,1401.0,1,4
155,75,p399,49.0496,26.0474,48.708,40.4412,1.3450301595131613,1.7544898846951535,1444.0,1424.0,1,4
156,75,p400,43.2791,24.1007,45.3042,39.3177,0.8595489805706247,1.4424634312941882,1446.0,1404.0,1,3
157,76,p473,57.9934,43.9421,64.0189,34.4516,0.8092586545721955,1.4476511795543243,1467.0,1442.0,1,4
158,77,p401,36.4552,17.2879,26.7746,25.7779,0.9018071911445372,1.6034901808852149,1479.0,1457.0,1,1
159,78,p402,54.6709,30.9852,50.2222,41.9629,2.0340374283675318,2.1646638984611317,1482.0,1468.0,1,3
